These are the errors of type: Binary with unsupported image type


Full Name,Detail Text,Copyright Info,Called Function,Source Location(s)
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\debuggerextensions\components\arm\symsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\debuggerextensions\components\arm\winext\ext.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\debuggerextensions\components\arm\winxp\exts.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\debuggerextensions\tools\dbgsrvwoa.exe,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\dbgeng.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\dbghelp.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\dbgsrv.exe,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\ext.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\exts.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\srcsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\symbolcheck.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\debug\installers\fcl\2\3\symsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\dbgeng.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\dbghelp.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\srcsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\symbolcheck.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\symsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\winext\ext.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\components\arm\winxp\exts.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\debuggerextensions\tools\dbgsrvwoa.exe,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\dbgeng.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\dbghelp.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\dbgsrv.exe,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\ext.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\exts.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\srcsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\symbolcheck.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
c:\users\bion\desktop\apiscan\api0000_testing_0.0.0.0_0\temp\x\x86\release\installers\fcl\2\3\symsrv.dll,MaX detected a binary with unsupported image type 'PEARM'.,© Microsoft Corporation. All rights reserved.,,
